日期,指数代码,指数中文全称,指数中文简称,指数英文全称,指数英文简称,开盘,最高,最低,收盘,涨跌,涨跌幅,成交量,成交金额,样本数量,滚动市盈率
2021-08-26,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5886.63,5886.63,5782.72,5782.72,,-1.77,31455062653.0,5137.42,,
2021-08-27,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5772.15,5841.18,5772.15,5818.03,,0.61,30148773856.0,5160.32,,
2021-08-30,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5845.13,5849.11,5789.15,5820.95,,0.05,34911645236.0,6524.42,,
2021-08-31,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5811.12,5813.16,5733.14,5802.57,,-0.32,35030549746.0,6127.8,,
2021-09-01,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5805.26,5855.83,5754.69,5832.35,,0.51,44610446147.0,7136.94,,
2021-09-02,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5827.38,5852.95,5818.7,5838.75,,0.11,36713786820.0,5698.86,,
2021-09-03,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5837.91,5843.38,5787.67,5802.26,,-0.63,37160246923.0,5901.48,,
2021-09-06,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5805.26,5923.25,5805.26,5915.32,,1.95,33869655413.0,5697.63,,
2021-09-07,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5915.45,5995.73,5913.27,5984.95,,1.18,34653745187.0,5343.83,,
2021-09-08,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5980.93,5995.74,5948.05,5964.34,,-0.34,37755693676.0,5559.95,,
2021-09-09,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5948.16,5973.65,5926.8,5973.65,,0.16,39515082224.0,5516.34,,
2021-09-10,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5964.58,6024.61,5964.58,6012.27,,0.65,41133814978.0,6177.3,,
2021-09-13,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,6007.28,6025.53,5967.17,5993.7,,-0.31,37918214313.0,5888.98,,
2021-09-14,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5988.56,6019.2,5926.21,5931.63,,-1.04,37805419542.0,5839.37,,
2021-09-15,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5914.64,5917.58,5855.25,5883.49,,-0.81,29893803301.0,5053.46,,
2021-09-16,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5885.92,5893.74,5792.72,5792.72,,-1.54,33862335396.0,5418.31,,
2021-09-17,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5775.86,5832.48,5761.7,5827.77,,0.61,31371345516.0,4855.17,,
2021-09-22,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5732.6,5813.8,5732.6,5806.3,,-0.37,27954613622.0,4122.95,,
2021-09-23,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5845.35,5858.41,5827.97,5839.59,,0.57,34040344805.0,4902.21,,
2021-09-24,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5829.5,5878.9,5817.17,5822.87,,-0.29,32452214968.0,4892.12,,
2021-09-27,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5852.03,5880.5,5795.89,5828.92,,0.1,33066358961.0,5420.19,,
2021-09-28,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5815.32,5846.96,5801.02,5826.69,,-0.04,24896905040.0,3952.5,,
2021-09-29,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5778.85,5785.29,5720.05,5746.27,,-1.38,27728524566.0,4198.47,,
2021-09-30,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5761.69,5821.9,5761.69,5812.6,,1.15,22280985382.0,3662.6,,
2021-10-08,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5878.44,5884.37,5838.59,5869.22,,0.97,25581072357.0,4368.65,,
2021-10-11,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5881.09,5904.65,5862.94,5866.91,,-0.04,24392154890.0,4013.89,,
2021-10-12,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5851.08,5851.08,5741.53,5788.12,,-1.34,24705503496.0,3814.09,,
2021-10-13,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5786.17,5866.57,5778.05,5860.55,,1.25,19976219460.0,3513.14,,
2021-10-14,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5855.22,5866.68,5833.55,5846.66,,-0.24,18692296555.0,3212.39,,
2021-10-15,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5829.95,5890.54,5829.95,5886.57,,0.68,22068198154.0,4033.46,,
2021-10-18,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5882.07,5882.07,5810.16,5846.77,,-0.68,22286962467.0,4052.8,,
2021-10-19,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5845.57,5896.53,5845.57,5892.99,,0.79,20594092429.0,3687.09,,
2021-10-20,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5893.13,5906.83,5871.6,5883.56,,-0.16,21616257084.0,3793.18,,
2021-10-21,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5887.73,5912.11,5868.42,5898.22,,0.25,22050404787.0,3677.41,,
2021-10-22,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5907.79,5955.29,5907.79,5920.21,,0.37,22368101998.0,3894.56,,
2021-10-25,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5904.15,5954.55,5903.78,5952.66,,0.55,20431456092.0,3867.92,,
2021-10-26,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5970.57,5985.63,5926.38,5932.27,,-0.34,21938282328.0,4077.58,,
2021-10-27,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5916.79,5916.79,5853.59,5870.53,,-1.04,22358886154.0,4005.29,,
2021-10-28,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5855.25,5855.83,5807.61,5819.06,,-0.88,23909779527.0,4255.68,,
2021-10-29,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5820.97,5894.05,5815.48,5894.05,,1.29,22717714987.0,4676.43,,
2021-11-01,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5860.23,5904.35,5855.43,5877.44,,-0.28,24325908880.0,4824.76,,
2021-11-02,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5874.14,5903.21,5781.96,5824.05,,-0.91,26638014441.0,4906.2,,
2021-11-03,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5817.27,5835.32,5775.75,5800.75,,-0.4,20782111557.0,3908.72,,
2021-11-04,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5826.11,5862.78,5826.11,5861.45,,1.05,20124610486.0,4023.7,,
2021-11-05,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5849.52,5882.69,5823.74,5823.74,,-0.64,23685409587.0,4201.94,,
2021-11-08,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5824.62,5856.85,5814.98,5839.17,,0.27,21151445891.0,3957.04,,
2021-11-09,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5854.73,5856.18,5824.17,5852.7,,0.23,18758146337.0,3637.1,,
2021-11-10,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5830.95,5830.95,5742.96,5813.94,,-0.66,21909457877.0,4124.4,,
2021-11-11,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5807.85,5896.63,5807.85,5896.63,,1.42,23325204256.0,4193.88,,
2021-11-12,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5902.56,5903.62,5874.28,5888.68,,-0.14,21532551163.0,3813.49,,
2021-11-15,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5897.14,5897.14,5846.86,5866.55,,-0.38,19956973223.0,3856.06,,
2021-11-16,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5864.01,5894.12,5852.69,5855.15,,-0.19,21180060450.0,3902.14,,
2021-11-17,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5860.48,5877.41,5847.64,5877.41,,0.38,18157479843.0,3429.8,,
2021-11-18,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5862.93,5862.93,5815.99,5825.67,,-0.88,20540179125.0,3538.57,,
2021-11-19,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5821.31,5890.79,5821.31,5890.79,,1.12,21581725301.0,3650.42,,
2021-11-22,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5901.92,5947.79,5901.92,5946.76,,0.95,22591521454.0,4387.86,,
2021-11-23,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5938.26,5955.4,5932.59,5939.5,,-0.12,24543737191.0,4112.7,,
2021-11-24,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5941.17,5955.04,5922.09,5937.12,,-0.04,22996363079.0,4033.23,,
2021-11-25,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5935.78,5938.89,5912.8,5917.67,,-0.33,20581808762.0,3706.43,,
2021-11-26,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5904.64,5909.58,5876.12,5881.7,,-0.61,20629562342.0,3522.62,,
2021-11-29,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5829.89,5887.94,5829.89,5887.94,,0.11,21944780878.0,3972.07,,
2021-11-30,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5900.18,5907.81,5852.29,5873.97,,-0.24,22100463615.0,4001.65,,
2021-12-01,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5871.14,5878.75,5855.09,5878.75,,0.08,20686640356.0,3657.51,,
2021-12-02,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5871.64,5896.17,5870.73,5882.73,,0.07,22575334198.0,3823.86,,
2021-12-03,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5885.51,5934.43,5883.45,5934.43,,0.88,22420897588.0,3986.96,,
2021-12-06,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5935.09,5956.89,5898.1,5901.36,,-0.56,25279204136.0,4209.3,,
2021-12-07,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5943.72,5943.72,5875.31,5908.07,,0.11,25506651327.0,4388.13,,
2021-12-08,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5925.56,6000.39,5912.51,6000.39,,1.56,22679762875.0,4116.96,,
2021-12-09,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,6005.08,6100.78,6005.08,6076.18,,1.26,27343144860.0,4892.84,,
2021-12-10,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,6037.99,6063.85,6037.99,6059.84,,-0.27,25671128683.0,4470.34,,
2021-12-13,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,6096.29,6144.55,6095.92,6100.57,,0.67,29476558582.0,5164.22,,
2021-12-14,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,6082.31,6082.31,6056.8,6061.81,,-0.64,24473542967.0,4159.95,,
2021-12-15,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,6047.19,6070.48,6015.09,6015.09,,-0.77,23189731556.0,3833.68,,
2021-12-16,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,6018.48,6056.57,6010.28,6056.57,,0.69,23867994329.0,3860.33,,
2021-12-17,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,6042.29,6042.29,5963.42,5963.42,,-1.54,25184296003.0,4062.16,,
2021-12-20,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5940.97,5976.5,5862.01,5866.87,,-1.62,25509336744.0,4065.13,,
2021-12-21,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5862.1,5916.22,5862.1,5913.35,,0.79,21263443663.0,3296.11,,
2021-12-22,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5928.25,5942.15,5918.23,5927.96,,0.25,21665032267.0,3388.69,,
2021-12-23,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5938.49,5964.54,5926.89,5964.54,,0.62,22018525636.0,3541.31,,
2021-12-24,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5970.81,5973.15,5906.91,5921.26,,-0.73,21701999871.0,3728.43,,
2021-12-27,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5914.68,5940.69,5888.88,5911.33,,-0.17,18881274438.0,3252.38,,
2021-12-28,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5917.78,5950.96,5906.33,5950.72,,0.67,19392683238.0,3461.44,,
2021-12-29,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5951.22,5951.22,5873.8,5873.8,,-1.29,17362556932.0,3425.34,,
2021-12-30,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5872.6,5941.86,5872.6,5921.15,,0.81,18627083249.0,3410.28,,
2021-12-31,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5937.72,5950.43,5929.0,5946.59,,0.43,18882680760.0,3406.49,,
2022-01-04,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5969.93,5969.93,5874.24,5918.18,,-0.48,24950120576.0,4398.91,,
2022-01-05,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5905.27,5905.27,5826.33,5843.02,,-1.27,27102059921.0,4609.65,,
2022-01-06,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5812.24,5825.32,5758.46,5793.98,,-0.84,24845505717.0,4048.99,,
2022-01-07,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5801.03,5835.58,5785.07,5789.44,,-0.08,28289974193.0,4251.7,,
2022-01-10,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5778.05,5815.86,5754.79,5815.68,,0.45,22876350650.0,3765.05,,
2022-01-11,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5812.12,5815.9,5751.11,5756.27,,-1.02,22305185184.0,3668.56,,
2022-01-12,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5784.31,5820.8,5780.29,5819.56,,1.1,21856941080.0,3762.1,,
2022-01-13,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5830.48,5830.48,5721.89,5721.89,,-1.68,22376906762.0,3682.65,,
2022-01-14,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5694.65,5727.19,5686.41,5688.78,,-0.58,22982574288.0,3646.34,,
2022-01-17,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5692.6,5753.32,5692.6,5748.23,,1.05,20705383123.0,3655.03,,
2022-01-18,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5748.63,5807.45,5748.63,5795.1,,0.82,24170938651.0,3815.66,,
2022-01-19,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5796.07,5796.07,5722.28,5750.42,,-0.77,22556973160.0,3698.69,,
2022-01-20,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5748.88,5796.81,5748.88,5775.12,,0.43,23761567800.0,3762.06,,
2022-01-21,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5757.41,5757.41,5697.97,5717.54,,-1.0,20836637934.0,3450.76,,
2022-01-24,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5687.41,5743.14,5687.41,5727.52,,0.18,17280180779.0,3076.34,,
2022-01-25,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5698.13,5704.52,5584.99,5584.99,,-2.49,20541129096.0,3237.68,,
2022-01-26,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5607.95,5629.01,5564.72,5620.96,,0.64,16124767531.0,2792.79,,
2022-01-27,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5616.28,5616.28,5495.51,5497.25,,-2.2,17783654380.0,3045.08,,
2022-01-28,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5530.45,5530.45,5429.71,5435.23,,-1.13,18647440441.0,3181.21,,
2022-02-07,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5527.46,5554.9,5506.09,5523.91,,1.63,21343234984.0,3248.96,,
2022-02-08,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5516.39,5516.39,5404.05,5504.02,,-0.36,22578326477.0,3441.48,,
2022-02-09,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5503.98,5573.48,5493.88,5565.43,,1.12,22429992743.0,3438.28,,
2022-02-10,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5571.57,5571.57,5518.94,5552.24,,-0.24,22844792552.0,3528.78,,
2022-02-11,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5525.45,5567.24,5489.59,5495.93,,-1.01,22728061696.0,3722.44,,
2022-02-14,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5467.99,5493.0,5421.24,5443.93,,-0.95,20075401215.0,3268.34,,
2022-02-15,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5447.48,5507.57,5447.48,5506.28,,1.15,16628112289.0,3029.35,,
2022-02-16,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5529.99,5553.8,5513.79,5527.48,,0.39,16210696443.0,2653.84,,
2022-02-17,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5525.26,5564.71,5517.39,5541.82,,0.26,17594702260.0,2947.44,,
2022-02-18,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5511.49,5573.07,5511.49,5573.07,,0.56,18140253623.0,2668.38,,
2022-02-21,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5569.58,5569.58,5536.52,5559.14,,-0.25,18746465292.0,2921.84,,
2022-02-22,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5521.66,5521.66,5461.67,5490.21,,-1.24,19875168665.0,3261.7,,
2022-02-23,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5498.93,5565.05,5498.93,5563.02,,1.33,19490067916.0,3514.25,,
2022-02-24,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5527.33,5551.13,5404.77,5453.18,,-1.97,29108685112.0,4645.36,,
2022-02-25,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5496.6,5554.25,5494.65,5505.8,,0.97,22694871428.0,3602.52,,
2022-02-28,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5497.66,5523.09,5470.99,5523.09,,0.31,20510990234.0,3301.17,,
2022-03-01,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5541.15,5561.88,5521.09,5559.84,,0.67,18943871860.0,3354.57,,
2022-03-02,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5530.76,5530.76,5494.73,5512.81,,-0.85,18488082172.0,2920.49,,
2022-03-03,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5533.75,5533.75,5474.83,5477.91,,-0.63,24010616235.0,3391.76,,
2022-03-04,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5430.68,5458.57,5387.91,5405.51,,-1.32,22190976655.0,3390.14,,
2022-03-07,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5370.14,5370.14,5224.41,5236.45,,-3.13,24792712942.0,3901.25,,
2022-03-08,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5245.12,5249.03,5110.56,5122.25,,-2.18,26109490815.0,4067.68,,
2022-03-09,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5139.48,5154.46,4891.57,5074.85,,-0.93,28190452636.0,4291.32,,
2022-03-10,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5193.89,5211.3,5156.61,5160.58,,1.69,21857153588.0,3828.16,,
2022-03-11,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5086.66,5179.77,5021.86,5175.83,,0.3,21528723508.0,3629.29,,
2022-03-14,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5108.13,5139.8,5019.8,5019.8,,-3.02,18862334894.0,3259.22,,
2022-03-15,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4963.5,5002.8,4778.88,4778.88,,-4.8,28132996538.0,4184.71,,
2022-03-16,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4866.6,4990.61,4731.58,4980.24,,4.21,26512636057.0,4481.16,,
2022-03-17,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5078.06,5153.4,5066.65,5084.8,,2.1,24626772356.0,4591.35,,
2022-03-18,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5062.86,5137.89,5042.61,5121.25,,0.72,19988122077.0,3308.0,,
2022-03-21,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5139.5,5150.17,5082.58,5119.37,,-0.04,18976176634.0,3186.1,,
2022-03-22,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5112.81,5139.83,5098.59,5116.69,,-0.05,18419136478.0,2821.41,,
2022-03-23,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5134.11,5152.32,5101.19,5143.95,,0.53,17219785734.0,2847.16,,
2022-03-24,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5113.69,5138.96,5073.23,5110.49,,-0.65,16191132722.0,2778.04,,
2022-03-25,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5108.51,5112.06,5019.0,5019.0,,-1.79,15672954135.0,2664.69,,
2022-03-28,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4966.65,5012.12,4929.23,4992.3,,-0.53,16791848252.0,2639.01,,
2022-03-29,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5001.66,5024.01,4965.01,4970.51,,-0.44,14677130965.0,2504.25,,
2022-03-30,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5002.25,5107.48,5001.01,5107.48,,2.76,18710804712.0,3188.53,,
2022-03-31,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5086.47,5086.47,5054.72,5061.53,,-0.9,18905975688.0,2934.66,,
2022-04-01,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5032.63,5128.83,5032.63,5117.28,,1.1,18501543824.0,2893.13,,
2022-04-06,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5099.62,5105.62,5069.46,5099.74,,-0.34,22603251085.0,3155.65,,
2022-04-07,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5070.96,5103.57,5031.06,5031.06,,-1.35,20511954675.0,2775.33,,
2022-04-08,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5034.97,5058.81,4983.64,5052.46,,0.43,21401643028.0,2910.43,,
2022-04-11,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,5021.66,5021.66,4878.16,4887.54,,-3.26,21991671517.0,3281.4,,
2022-04-12,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4890.1,4975.75,4859.38,4975.75,,1.8,20393884813.0,2998.51,,
2022-04-13,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4945.91,4987.1,4923.65,4923.65,,-1.05,19058901284.0,2734.53,,
2022-04-14,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4961.16,5015.05,4945.01,4985.5,,1.26,18001916219.0,2907.91,,
2022-04-15,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4951.67,4999.21,4946.72,4968.77,,-0.34,19395475184.0,2846.28,,
2022-04-18,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4929.16,4957.58,4913.05,4953.2,,-0.31,16369090322.0,2556.74,,
2022-04-19,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4949.86,4965.39,4906.6,4925.82,,-0.55,16009584288.0,2530.58,,
2022-04-20,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4921.81,4921.81,4835.12,4838.8,,-1.77,17611989454.0,2653.4,,
2022-04-21,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4813.57,4855.27,4709.31,4729.12,,-2.27,19133476902.0,2738.4,,
2022-04-22,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4696.38,4772.52,4690.69,4741.82,,0.27,17146552515.0,2465.46,,
2022-04-25,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4649.61,4651.92,4484.45,4484.45,,-5.43,23774761037.0,3235.35,,
2022-04-26,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4492.28,4547.0,4430.28,4436.91,,-1.06,22066885195.0,3056.25,,
2022-04-27,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4406.44,4591.57,4406.44,4591.57,,3.49,24462260438.0,3520.41,,
2022-04-28,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4575.23,4633.93,4567.72,4615.85,,0.53,21054672445.0,3144.2,,
2022-04-29,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4639.16,4746.24,4605.88,4745.73,,2.81,24293091382.0,3718.18,,
2022-05-05,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4723.36,4783.91,4722.68,4749.48,,0.08,20991357640.0,3404.74,,
2022-05-06,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4646.23,4668.09,4626.03,4630.76,,-2.5,17825196798.0,2572.96,,
2022-05-09,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4602.98,4636.98,4579.2,4603.14,,-0.6,14440260112.0,2110.99,,
2022-05-10,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4533.55,4657.03,4533.55,4655.1,,1.13,19917727046.0,2885.35,,
2022-05-11,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4654.35,4793.5,4654.35,4724.33,,1.49,23806784115.0,3718.43,,
2022-05-12,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4692.56,4728.37,4676.45,4706.89,,-0.37,16754769373.0,2464.78,,
2022-05-13,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4736.42,4747.83,4705.45,4743.89,,0.79,15711779553.0,2352.84,,
2022-05-16,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4778.44,4778.44,4708.18,4715.22,,-0.6,16718201320.0,2473.83,,
2022-05-17,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4721.16,4774.9,4709.5,4774.9,,1.27,16131884498.0,2589.85,,
2022-05-18,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4783.86,4783.86,4736.19,4758.58,,-0.34,16248936170.0,2487.98,,
2022-05-19,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4691.62,4775.09,4691.62,4775.09,,0.35,17406338933.0,2632.18,,
2022-05-20,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4799.69,4866.11,4799.69,4866.11,,1.91,21797709643.0,3271.74,,
2022-05-23,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4872.32,4872.32,4815.3,4846.71,,-0.4,19812147599.0,2863.13,,
2022-05-24,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4844.53,4844.53,4718.35,4718.35,,-2.65,22086275422.0,3199.24,,
2022-05-25,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4718.8,4752.82,4709.53,4752.59,,0.73,16811189012.0,2412.74,,
2022-05-26,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4759.17,4792.71,4705.83,4773.4,,0.44,18616703470.0,2703.44,,
2022-05-27,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4807.95,4827.23,4760.92,4781.58,,0.17,17252171657.0,2585.41,,
2022-05-30,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4805.6,4828.3,4786.82,4821.24,,0.83,16478863786.0,2571.56,,
2022-05-31,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4824.48,4896.41,4809.91,4895.1,,1.53,19440620539.0,3213.14,,
